,title,artist,year,views,url
247,So Dope They Wanna,Tech N9ne,2013,401147,https://genius.com/Tech-N9ne-So-Dope-They-Wanna-lyrics
248,The Thrill,Wiz Khalifa,2009,238725,https://genius.com/Wiz-Khalifa-The-Thrill-lyrics
249,Bad Bunny  - MÍA ft. Drake English Translation,Genius English Translations,2018,232821,https://genius.com/Genius-English-Translations-Bad-Bunny-MÍA-ft-Drake-English-Translation-lyrics
250,Strip,Little Mix,2018,238108,https://genius.com/Little-Mix-Strip-lyrics
251,Alanis Interlude,Halsey & Alanis Morissette,2020,247868,https://genius.com/Halsey-Alanis-Morissette-Alanis-Interlude-lyrics
252,Semi-Charmed Life,Third Eye Blind,1997,599045,https://genius.com/Third-Eye-Blind-SemiCharmed-Life-lyrics
253,Fuck You,Lily Allen,2009,228149,https://genius.com/Lily-Allen-Fuck-You-lyrics
254,Last Christmas,Wham!,1984,441357,https://genius.com/Wham-Last-Christmas-lyrics
255,Bibia Be Ye Ye,Ed Sheeran,2017,339313,https://genius.com/Ed-Sheeran-Bibia-Be-Ye-Ye-lyrics
256,EA,Young Nudy,2017,277194,https://genius.com/Young-Nudy-EA-lyrics
257,Lisztomania,Phoenix,2009,190025,https://genius.com/Phoenix-Lisztomania-lyrics
258,Memory Lane Sittin in da Park,Nas,1994,427296,https://genius.com/Nas-Memory-Lane-Sittin-in-da-Park-lyrics
259,Never Needed No Help,Lil Baby,2018,256817,https://genius.com/Lil-Baby-Never-Needed-No-Help-lyrics
260,In the Night,The Weeknd,2015,1192782,https://genius.com/The-Weeknd-In-the-Night-lyrics
261,Mardy Bum,Arctic Monkeys,2006,308146,https://genius.com/Arctic-Monkeys-Mardy-Bum-lyrics
262,Finally Rich,Chief Keef,2012,248428,https://genius.com/Chief-Keef-Finally-Rich-lyrics
263,Riders on the Storm,The Doors,1971,858399,https://genius.com/The-Doors-Riders-on-the-Storm-lyrics
264,Dream About Teeth Falling Out,Your Subconscious,2013,318423,https://genius.com/Your-Subconscious-Dream-About-Teeth-Falling-Out-lyrics
265,RUN,Juice WRLD,2019,353993,https://genius.com/Juice-WRLD-RUN-lyrics
266,Love  Hate,Michael Kiwanuka,2016,200988,https://genius.com/Michael-Kiwanuka-Love-Hate-lyrics
267,Blood on the Money,Blood on the Money Lyrics - Future,2015,219983,https://genius.com/Blood-on-the-Money-Lyrics-Future-Blood-on-the-Money-lyrics
268,Screwface Capital,Dave,2019,253539,https://genius.com/Dave-Screwface-Capital-lyrics
269,The Bad Touch,Bloodhound Gang,1999,324007,https://genius.com/Bloodhound-Gang-The-Bad-Touch-lyrics
270,I Bet on Losing Dogs,Mitski,2016,445814,https://genius.com/Mitski-I-Bet-on-Losing-Dogs-lyrics
271,Scholarships,Drake & Future,2015,1045824,https://genius.com/Drake-Future-Scholarships-lyrics
272,All of Me Wants All of You,Sufjan Stevens,2015,251187,https://genius.com/Sufjan-Stevens-All-of-Me-Wants-All-of-You-lyrics
273,Life Round Here Remix,James Blake,2013,191982,https://genius.com/James-Blake-Life-Round-Here-Remix-lyrics
274,Under Ground Kings,Drake,2011,1106199,https://genius.com/Drake-Under-Ground-Kings-lyrics
275,Grammys,Drake,2016,467655,https://genius.com/Drake-Grammys-lyrics
276,Unstoppable,Sia,2016,235028,https://genius.com/Sia-Unstoppable-lyrics
277,Your Reality,Dan Salvato,2017,873909,https://genius.com/Dan-Salvato-Your-Reality-lyrics
278,Cranes in the Sky,Solange,2016,1058384,https://genius.com/Solange-Cranes-in-the-Sky-lyrics
279,Hey Little Girl,sophiemarie.B,2017,276664,https://genius.com/sophiemarieB-Hey-Little-Girl-lyrics
280,Other People,LP,2016,247417,https://genius.com/LP-Other-People-lyrics
281,I Believe,Original Broadway Cast of The Book of Mormon,2011,232932,https://genius.com/Original-Broadway-Cast-of-The-Book-of-Mormon-I-Believe-lyrics
282,Freeze Your Brain,Heathers the Musical Ensemble,2014,336871,https://genius.com/Heathers-the-Musical-Ensemble-Freeze-Your-Brain-lyrics
283,POP/STARS,K/DA,2018,355164,https://genius.com/KDA-POPSTARS-lyrics
284,Righteous,Juice WRLD,2020,1143211,https://genius.com/Juice-WRLD-Righteous-lyrics
285,Victorious,Victorious Lyrics - Panic! at the Disco,2015,402265,https://genius.com/Victorious-Lyrics-Panic-at-the-Disco-Victorious-lyrics
286,I Have Nothing,Whitney Houston,1992,1392299,https://genius.com/Whitney-Houston-I-Have-Nothing-lyrics
287,R.I.P.,Playboi Carti,2018,498022,https://genius.com/Playboi-Carti-RIP-lyrics
288,NO HALO,BROCKHAMPTON,2019,439733,https://genius.com/BROCKHAMPTON-NO-HALO-lyrics
289,Through the Storm,YoungBoy Never Broke Again,2018,511886,https://genius.com/YoungBoy-Never-Broke-Again-Through-the-Storm-lyrics
290,Radioactive Remix,Imagine Dragons,2014,693662,https://genius.com/Imagine-Dragons-Radioactive-Remix-lyrics
291,Prom Queen,Beach Bunny,2018,249391,https://genius.com/Beach-Bunny-Prom-Queen-lyrics
292,15 Step,Radiohead,2007,189524,https://genius.com/Radiohead-15-Step-lyrics
293,Punisher,Phoebe Bridgers,2020,278712,https://genius.com/Phoebe-Bridgers-Punisher-lyrics
294,Audio,LSD,2018,188943,https://genius.com/LSD-Audio-lyrics
295,Drive By,Eric Bellinger,2016,208565,https://genius.com/Eric-Bellinger-Drive-By-lyrics
296,Cars Clothes Calories,blackbear,2012,232714,https://genius.com/blackbear-Cars-Clothes-Calories-lyrics
297,Dreams and Nightmares Intro,Meek Mill,2012,2611460,https://genius.com/Meek-Mill-Dreams-and-Nightmares-Intro-lyrics
298,Ok Ok pt 2,Kanye West,2021,315674,https://genius.com/Kanye-West-Ok-Ok-pt-2-lyrics
299,Grand Finale,Mac Miller,2014,194327,https://genius.com/Mac-Miller-Grand-Finale-lyrics
300,Welcome to the Party,Diplo,2018,495599,https://genius.com/Diplo-Welcome-to-the-Party-lyrics
301,Under the Influence,Eminem,2000,401711,https://genius.com/Eminem-Under-the-Influence-lyrics
302,Deep Water,Dr. Dre,2015,394700,https://genius.com/Dr-Dre-Deep-Water-lyrics
303,The Great Gatsby Chapter VI,F. Scott Fitzgerald,1925,534291,https://genius.com/F-Scott-Fitzgerald-The-Great-Gatsby-Chapter-VI-lyrics
304,Rich $ex,Rich $ex Lyrics - Future,2015,358611,https://genius.com/Rich-ex-Lyrics-Future-Rich-ex-lyrics
305,Another Sad Love Song,Khalid,2017,335549,https://genius.com/Khalid-Another-Sad-Love-Song-lyrics
306,A$AP Forever REMIX,A$AP Rocky,2018,480579,https://genius.com/AAP-Rocky-AAP-Forever-REMIX-lyrics
307,Privacy,Chris Brown,2017,1399839,https://genius.com/Chris-Brown-Privacy-lyrics
308,Excuse Me,A$AP Rocky,2015,745621,https://genius.com/AAP-Rocky-Excuse-Me-lyrics
309,Sippin on Some Syrup,Three 6 Mafia,2000,266355,https://genius.com/Three-6-Mafia-Sippin-on-Some-Syrup-lyrics
310,Leave it All to Me,Miranda Cosgrove,2007,264792,https://genius.com/Miranda-Cosgrove-Leave-it-All-to-Me-lyrics
311,Fried Noodles,Pink Guy,2016,436374,https://genius.com/Pink-Guy-Fried-Noodles-lyrics
312,National Anthem,Lana Del Rey,2012,689412,https://genius.com/Lana-Del-Rey-National-Anthem-lyrics
313,Orlando,XXXTENTACION,2017,970429,https://genius.com/XXXTENTACION-Orlando-lyrics
314,The Way Life Goes Remix,Lil Uzi Vert,2017,849931,https://genius.com/Lil-Uzi-Vert-The-Way-Life-Goes-Remix-lyrics
315,You da Baddest,Future,2017,302501,https://genius.com/Future-You-da-Baddest-lyrics
316,Dat Way,Migos & Rich the Kid,2016,317514,https://genius.com/Migos-Rich-the-Kid-Dat-Way-lyrics
317,No Option,Post Malone,2016,661164,https://genius.com/Post-Malone-No-Option-lyrics
318,FIND MY WAY,DaBaby,2020,194676,https://genius.com/DaBaby-FIND-MY-WAY-lyrics
319,Die With You,Beyonc,2015,244031,https://genius.com/Beyonc-Die-With-You-lyrics
320,One Last Song,Sam Smith,2017,363638,https://genius.com/Sam-Smith-One-Last-Song-lyrics
321,Purpose,Justin Bieber,2015,480854,https://genius.com/Justin-Bieber-Purpose-lyrics
322,Kyoto,Yung Lean,2013,865283,https://genius.com/Yung-Lean-Kyoto-lyrics
323,V. 3005,Childish Gambino,2013,3325127,https://genius.com/Childish-Gambino-V-3005-lyrics
324,Liar,Camila Cabello,2019,427776,https://genius.com/Camila-Cabello-Liar-lyrics
325,Bastard,"Tyler, The Creator",2009,954084,https://genius.com/Tyler-The-Creator-Bastard-lyrics
326,Smoke the Weed,Snoop Lion,2013,222588,https://genius.com/Snoop-Lion-Smoke-the-Weed-lyrics
327,Hello,Erykah Badu,2015,208516,https://genius.com/Erykah-Badu-Hello-lyrics
328,U.N.I.T.Y.,Queen Latifah,1993,199041,https://genius.com/Queen-Latifah-UNITY-lyrics
329,How Great,Chance the Rapper,2016,529222,https://genius.com/Chance-the-Rapper-How-Great-lyrics
330,​everytime,Ariana Grande,2018,640309,https://genius.com/Ariana-Grande-​everytime-lyrics
331,N.Y. State of Mind,Nas,1994,1931190,https://genius.com/Nas-NY-State-of-Mind-lyrics
332,Beautiful Pain,Eminem,2013,839534,https://genius.com/Eminem-Beautiful-Pain-lyrics
333,Take It Back,Ed Sheeran,2014,226770,https://genius.com/Ed-Sheeran-Take-It-Back-lyrics
334,Diamonds,Thaiboy Digital,2014,239793,https://genius.com/Thaiboy-Digital-Diamonds-lyrics
335,Halleys Comet,Billie Eilish,2021,421240,https://genius.com/Billie-Eilish-Halleys-Comet-lyrics
336,Gypsy,Lady Gaga,2013,254553,https://genius.com/Lady-Gaga-Gypsy-lyrics
337,OCD,Neil Hilborn,2013,416314,https://genius.com/Neil-Hilborn-OCD-lyrics
338,November Has Come,Gorillaz,2005,293739,https://genius.com/Gorillaz-November-Has-Come-lyrics
339,Meet Me Halfway,Black Eyed Peas,2009,204207,https://genius.com/Black-Eyed-Peas-Meet-Me-Halfway-lyrics
340,38 Baby,YoungBoy Never Broke Again,2016,458875,https://genius.com/YoungBoy-Never-Broke-Again-38-Baby-lyrics
341,KK,Wiz Khalifa,2014,188183,https://genius.com/Wiz-Khalifa-KK-lyrics
342,Introvert,Rich Brian,2018,228986,https://genius.com/Rich-Brian-Introvert-lyrics
343,Alien Boy,Oliver Tree,2018,322882,https://genius.com/Oliver-Tree-Alien-Boy-lyrics
344,Flaws and Sins,Juice WRLD,2019,375515,https://genius.com/Juice-WRLD-Flaws-and-Sins-lyrics
345,Starting Over,Macklemore & Ryan Lewis,2012,223529,https://genius.com/Macklemore-Ryan-Lewis-Starting-Over-lyrics
346,Throat Baby Go Baby,BRS Kash,2019,221010,https://genius.com/BRS-Kash-Throat-Baby-Go-Baby-lyrics
347,Say You Wont Let Go,James Arthur,2016,3066032,https://genius.com/James-Arthur-Say-You-Wont-Let-Go-lyrics
348,Young Forever,JAY-Z,2009,561189,https://genius.com/JAYZ-Young-Forever-lyrics
349,Worst Luck,6LACK,2016,261588,https://genius.com/6LACK-Worst-Luck-lyrics
350,Hold On Were Going Home,Drake,2013,5471927,https://genius.com/Drake-Hold-On-Were-Going-Home-lyrics
351,Losing Face,Wilbur Soot,2020,222406,https://genius.com/Wilbur-Soot-Losing-Face-lyrics
352,Yummy,Justin Bieber,2020,1971562,https://genius.com/Justin-Bieber-Yummy-lyrics
353,Bitch From Da Souf Remix,"Latto, Saweetie & Trina",2019,221706,https://genius.com/Latto-Saweetie-Trina-Bitch-From-Da-Souf-Remix-lyrics
354,Bloodflood Pt. II,alt-J,2014,201276,https://genius.com/altJ-Bloodflood-Pt-II-lyrics
355,Fractions,Nicki Minaj,2021,277252,https://genius.com/Nicki-Minaj-Fractions-lyrics
356,Deep Reverence,Big Sean,2020,211705,https://genius.com/Big-Sean-Deep-Reverence-lyrics
357,To Zion,Lauryn Hill,1998,375471,https://genius.com/Lauryn-Hill-To-Zion-lyrics
358,New Balance,Jhen Aiko,2016,399246,https://genius.com/Jhen-Aiko-New-Balance-lyrics
359,Evil Twins,King Von & Lil Durk,2022,236686,https://genius.com/King-Von-Lil-Durk-Evil-Twins-lyrics
360,Changed It,Nicki Minaj & Lil Wayne,2017,244919,https://genius.com/Nicki-Minaj-Lil-Wayne-Changed-It-lyrics
361,Aint Shit,Doja Cat,2021,1153223,https://genius.com/Doja-Cat-Aint-Shit-lyrics
362,Watch What Happens,Newsies Original Broadway Cast,2012,188642,https://genius.com/Newsies-Original-Broadway-Cast-Watch-What-Happens-lyrics
363,How Bout Now,Drake,2014,2177194,https://genius.com/Drake-How-Bout-Now-lyrics
364,Rap God,Eminem,2013,17575634,https://genius.com/Eminem-Rap-God-lyrics
365,Forrest Gump,Frank Ocean,2012,1373667,https://genius.com/Frank-Ocean-Forrest-Gump-lyrics
366,Mystery of Love,Sufjan Stevens,2017,837507,https://genius.com/Sufjan-Stevens-Mystery-of-Love-lyrics
367,Scorpion Intro,Drake,2020,258361,https://genius.com/Drake-Scorpion-Intro-lyrics
368,33rd Blakk Glass,City Morgue,2018,193531,https://genius.com/City-Morgue-33rd-Blakk-Glass-lyrics
369,Back to You,Selena Gomez,2018,1386605,https://genius.com/Selena-Gomez-Back-to-You-lyrics
370,Way Maker,Sinach,2016,190094,https://genius.com/Sinach-Way-Maker-lyrics
371,Intro 2014 Forest Hills Drive,J. Cole,2014,440996,https://genius.com/J-Cole-Intro-2014-Forest-Hills-Drive-lyrics
372,Emptiness,Rohan Rathore,2018,261080,https://genius.com/Rohan-Rathore-Emptiness-lyrics
373,The Lost Generation,Jonathan Reed,2007,367691,https://genius.com/Jonathan-Reed-The-Lost-Generation-lyrics
374,Drag Me Down,One Direction,2015,863136,https://genius.com/One-Direction-Drag-Me-Down-lyrics
375,Thick and Thin,LANY,2018,217186,https://genius.com/LANY-Thick-and-Thin-lyrics
376,High on Life,Martin Garrix,2018,366222,https://genius.com/Martin-Garrix-High-on-Life-lyrics
377,Sweet Dreams Are Made of This,Eurythmics,1983,944256,https://genius.com/Eurythmics-Sweet-Dreams-Are-Made-of-This-lyrics
378,I No Longer Fear the Razor Guarding My Heel III,$UICIDEBOY$,2016,289001,https://genius.com/UICIDEBOY-I-No-Longer-Fear-the-Razor-Guarding-My-Heel-III-lyrics
379,Headlines,Drake,2011,1930140,https://genius.com/Drake-Headlines-lyrics
380,365,Zedd & Katy Perry,2019,187870,https://genius.com/Zedd-Katy-Perry-365-lyrics
381,Big For Your Boots,Stormzy,2017,532476,https://genius.com/Stormzy-Big-For-Your-Boots-lyrics
382,Cola,Lana Del Rey,2012,533612,https://genius.com/Lana-Del-Rey-Cola-lyrics
383,Wanksta,50 Cent,2002,370134,https://genius.com/50-Cent-Wanksta-lyrics
384,The Hills,The Weeknd,2015,9291775,https://genius.com/The-Weeknd-The-Hills-lyrics
385,Break Free,Ariana Grande,2014,349751,https://genius.com/Ariana-Grande-Break-Free-lyrics
386,Bartier Cardi,Cardi B,2017,2494949,https://genius.com/Cardi-B-Bartier-Cardi-lyrics
387,Loyal,Chris Brown,2013,977788,https://genius.com/Chris-Brown-Loyal-lyrics
388,Welcome to the Machine,Pink Floyd,1975,194204,https://genius.com/Pink-Floyd-Welcome-to-the-Machine-lyrics
389,II. Shadows,Childish Gambino,2013,418422,https://genius.com/Childish-Gambino-II-Shadows-lyrics
390,Its Every Night Sis,RiceGum,2017,1162156,https://genius.com/RiceGum-Its-Every-Night-Sis-lyrics
391,​favorite crime,Olivia Rodrigo,2021,890143,https://genius.com/Olivia-Rodrigo-​favorite-crime-lyrics
392,On Me,Meek Mill,2018,189681,https://genius.com/Meek-Mill-On-Me-lyrics
393,Doing It Wrong,Drake,2011,1845237,https://genius.com/Drake-Doing-It-Wrong-lyrics
394,Silent Night,Christmas Songs,1818,1653014,https://genius.com/Christmas-Songs-Silent-Night-lyrics
395,Over the Rainbow,Judy Garland,1939,1233405,https://genius.com/Judy-Garland-Over-the-Rainbow-lyrics
396,A Horse With No Name,America,1971,231177,https://genius.com/America-A-Horse-With-No-Name-lyrics
397,S.D.S.,Mac Miller,2013,336549,https://genius.com/Mac-Miller-SDS-lyrics
398,Enemies,Lil Uzi Vert,2015,211499,https://genius.com/Lil-Uzi-Vert-Enemies-lyrics
399,Wyclef Jean,Young Thug,2016,585802,https://genius.com/Young-Thug-Wyclef-Jean-lyrics
400,Aishite Aishite Aishite,JubyPhonic,2017,241462,https://genius.com/JubyPhonic-Aishite-Aishite-Aishite-lyrics
401,They Don’t Know About Us,One Direction,2012,228314,https://genius.com/One-Direction-They-Don’t-Know-About-Us-lyrics
402,Troublesome 96,2Pac,1998,221898,https://genius.com/2Pac-Troublesome-96-lyrics
403,Sick Boy,The Chainsmokers,2018,568813,https://genius.com/The-Chainsmokers-Sick-Boy-lyrics
404,Bitch Dont Kill My Vibe,Kendrick Lamar,2012,4925223,https://genius.com/Kendrick-Lamar-Bitch-Dont-Kill-My-Vibe-lyrics
405,Tookie Knows II,ScHoolboy Q,2016,187998,https://genius.com/ScHoolboy-Q-Tookie-Knows-II-lyrics
406,Woods,Mac Miller,2020,305048,https://genius.com/Mac-Miller-Woods-lyrics
407,TOOTIMETOOTIMETOOTIME,The 1975,2018,484693,https://genius.com/The-1975-TOOTIMETOOTIMETOOTIME-lyrics
408,Session 32,Summer Walker,2018,456796,https://genius.com/Summer-Walker-Session-32-lyrics
409,Dont Lose Ur Head,SIX Cast,2018,691012,https://genius.com/SIX-Cast-Dont-Lose-Ur-Head-lyrics
410,Down in the DM Remix,Yo Gotti,2016,972579,https://genius.com/Yo-Gotti-Down-in-the-DM-Remix-lyrics
411,Fire Drill,Melanie Martinez,2020,368037,https://genius.com/Melanie-Martinez-Fire-Drill-lyrics
412,The Morning,Kanye West,2012,538669,https://genius.com/Kanye-West-The-Morning-lyrics
413,Just Another Interlude,Bryson Tiller,2015,573166,https://genius.com/Bryson-Tiller-Just-Another-Interlude-lyrics
414,Youre Mines Still Remix,Yung Bleu,2020,532827,https://genius.com/Yung-Bleu-Youre-Mines-Still-Remix-lyrics
415,Paint It Black,The Rolling Stones,1966,668886,https://genius.com/The-Rolling-Stones-Paint-It-Black-lyrics
416,Molasses,Earl Sweatshirt,2013,289670,https://genius.com/Earl-Sweatshirt-Molasses-lyrics
417,You Need Me I Dont Need You Live at The Live Room,Ed Sheeran,2011,464903,https://genius.com/Ed-Sheeran-You-Need-Me-I-Dont-Need-You-Live-at-The-Live-Room-lyrics
418,Brias Interlude,Drake,2009,241773,https://genius.com/Drake-Brias-Interlude-lyrics
419,Work Bitch,Britney Spears,2013,560160,https://genius.com/Britney-Spears-Work-Bitch-lyrics
420,Hold Tight,Justin Bieber,2013,231193,https://genius.com/Justin-Bieber-Hold-Tight-lyrics
421,NEW MAGIC WAND,"Tyler, The Creator",2019,1283577,https://genius.com/Tyler-The-Creator-NEW-MAGIC-WAND-lyrics
422,Whiskey Lullaby,Brad Paisley,2004,361384,https://genius.com/Brad-Paisley-Whiskey-Lullaby-lyrics
423,The Man Who Cant Be Moved,The Script,2008,215061,https://genius.com/The-Script-The-Man-Who-Cant-Be-Moved-lyrics
424,I Am Who Am Killin Time,Mac Miller,2013,328888,https://genius.com/Mac-Miller-I-Am-Who-Am-Killin-Time-lyrics
425,Lights Down Low,MAX,2016,619061,https://genius.com/MAX-Lights-Down-Low-lyrics
426,Beautiful Remix,Bazzi,2018,680378,https://genius.com/Bazzi-Beautiful-Remix-lyrics
427,Maze,Juice WRLD,2019,269705,https://genius.com/Juice-WRLD-Maze-lyrics
428,Buried Alive Interlude,Drake,2011,839499,https://genius.com/Drake-Buried-Alive-Interlude-lyrics
429,Choices Yup,E-40,2014,505117,https://genius.com/E40-Choices-Yup-lyrics
430,Now  Forever,Drake,2015,804211,https://genius.com/Drake-Now-Forever-lyrics
431,8 Mile: Lyckety-Splyt vs B-Rabbit,Eminem,2002,442500,https://genius.com/Eminem-8-Mile-LycketySplyt-vs-BRabbit-lyrics
432,Digits,Young Thug,2016,619370,https://genius.com/Young-Thug-Digits-lyrics
433,Over My Dead Body,Drake,2011,2510453,https://genius.com/Drake-Over-My-Dead-Body-lyrics
434,BTS - Airplane pt.2 English Translation,Genius English Translations,2018,350074,https://genius.com/Genius-English-Translations-BTS-Airplane-pt2-English-Translation-lyrics
435,Fire  Desire,Drake,2016,1873923,https://genius.com/Drake-Fire-Desire-lyrics
436,Da Coconut Nut,Smokey Mountain,1991,314397,https://genius.com/Smokey-Mountain-Da-Coconut-Nut-lyrics
437,Composure,Composure Lyrics - AKA,2015,377142,https://genius.com/Composure-Lyrics-AKA-Composure-lyrics
438,The Story of Us,Taylor Swift,2011,194028,https://genius.com/Taylor-Swift-The-Story-of-Us-lyrics
439,Oreos,Yung Craka,2018,276442,https://genius.com/Yung-Craka-Oreos-lyrics
440,Psychosocial,Slipknot,2008,497481,https://genius.com/Slipknot-Psychosocial-lyrics
441,Hey There,DeJ Loaf,2015,623289,https://genius.com/DeJ-Loaf-Hey-There-lyrics
442,Friends,Justin Bieber & BloodPop,2017,920022,https://genius.com/Justin-Bieber-BloodPop-Friends-lyrics
443,Feels,Calvin Harris,2017,2386879,https://genius.com/Calvin-Harris-Feels-lyrics
444,Thats All She Wrote,T.I.,2010,459282,https://genius.com/TI-Thats-All-She-Wrote-lyrics
445,Waiting Game,BANKS,2013,288967,https://genius.com/BANKS-Waiting-Game-lyrics
446,Plug Walk,Rich The Kid,2018,890383,https://genius.com/Rich-The-Kid-Plug-Walk-lyrics
447,Lil Bebe,DaniLeigh,2018,253406,https://genius.com/DaniLeigh-Lil-Bebe-lyrics
448,Selfish,Madison Beer,2020,391441,https://genius.com/Madison-Beer-Selfish-lyrics
449,Love$ick,Mura Masa,2016,696873,https://genius.com/Mura-Masa-Loveick-lyrics
450,G.U.Y.,Lady Gaga,2014,554738,https://genius.com/Lady-Gaga-GUY-lyrics
451,Back to Black,Beyonc,2013,252082,https://genius.com/Beyonc-Back-to-Black-lyrics
452,Ex-Factor,Lauryn Hill,1998,530100,https://genius.com/Lauryn-Hill-ExFactor-lyrics
453,Sunflower,Post Malone & Swae Lee,2018,2622480,https://genius.com/Post-Malone-Swae-Lee-Sunflower-lyrics
454,Cell Block Tango,Chita Rivera,1975,375764,https://genius.com/Chita-Rivera-Cell-Block-Tango-lyrics
455,On Fire,Eminem,2010,296835,https://genius.com/Eminem-On-Fire-lyrics
456,Collard Greens,ScHoolboy Q,2013,3003331,https://genius.com/ScHoolboy-Q-Collard-Greens-lyrics
457,Out of My League,Fitz and The Tantrums,2013,228927,https://genius.com/Fitz-and-The-Tantrums-Out-of-My-League-lyrics
458,Medusa,Carol Ann Duffy,1993,263244,https://genius.com/Carol-Ann-Duffy-Medusa-lyrics
459,Washington On Your Side,"Washington On Your Side Lyrics - Daveed Diggs, Leslie Odom, Jr., Okieriete Onaodowan & Original Broadway Cast of ""Hamilton""",2015,1261075,https://genius.com/Washington-On-Your-Side-Lyrics-Daveed-Diggs-Leslie-Odom-Jr-Okieriete-Onaodowan-Original-Broadway-Cast-of-Hamilton-Washington-On-Your-Side-lyrics
